,Gene,Chr,Pos,Strand,DistanceTSS,Strength,Condition
463,CUE4,chr13,64375,-,334,5.041666666666667,Eth
464,CUE4,chr13,64375,-,334,5.401360544217687,Glu
465,TSL1,chr13,65635,+,515,2.0491803278688527,Glu
466,RPM2,chr13,85766,-,345,6.7973856209150325,Eth
467,RPM2,chr13,85766,-,345,4.583333333333333,Glu
468,UFO1,chr13,86650,+,89,9.367088607594937,Eth
469,UFO1,chr13,86650,+,89,11.083333333333334,Glu
470,RPM2,chr13,86650,-,539,9.367088607594937,Eth
471,RPM2,chr13,86650,-,539,11.083333333333334,Glu
472,HMG1,chr13,113964,-,463,27.18954248366013,Eth
473,HMG1,chr13,113964,-,463,30.25,Glu
474,RPS1B,chr13,140799,+,189,2.6143790849673203,Eth
475,TEM1,chr13,140799,-,323,2.6143790849673203,Eth
476,HUG1,chr13,153733,+,513,2.026143790849673,Eth
477,SML1,chr13,153733,+,116,2.026143790849673,Eth
478,CYB2,chr13,162164,-,340,3.483660130718954,Eth
479,CYB2,chr13,162164,-,340,3.658333333333333,Glu
480,CYB2,chr13,162292,-,468,3.1455696202531644,Eth
481,CYB2,chr13,162292,-,468,2.9250000000000003,Glu
482,YOX1,chr13,203764,+,338,4.444444444444445,Eth
483,YOX1,chr13,203764,+,338,3.0833333333333335,Glu
484,RPS17A,chr13,208417,+,205,3.34640522875817,Eth
485,RPS17A,chr13,208417,+,205,2.1999999999999997,Glu
486,YML6,chr13,208417,-,235,3.34640522875817,Eth
487,YML6,chr13,208417,-,235,2.1999999999999997,Glu
488,PSP2,chr13,219072,+,221,2.156862745098039,Eth
489,PSP2,chr13,219072,+,221,2.5,Glu
490,YML018C,chr13,219072,-,214,2.156862745098039,Eth
491,YML018C,chr13,219072,-,214,2.5,Glu
492,MRPL39,chr13,234135,-,184,3.7571428571428576,Eth
493,MRPL39,chr13,234135,-,184,2.8826815642458103,Glu
494,GIS4,chr13,241657,-,331,2.967320261437908,Eth
495,GIS4,chr13,241657,-,331,2.6333333333333333,Glu
496,GIS4,chr13,241881,-,555,14.549019607843137,Eth
497,GIS4,chr13,241881,-,555,20.2,Glu
498,YML003W,chr13,245737,+,474,2.25,Glu
499,GLO1,chr13,245737,-,273,2.25,Glu
500,PLB2,chr13,262723,-,223,2.0915032679738563,Eth
501,PLB1,chr13,265819,-,290,12.679738562091503,Eth
502,PLB1,chr13,265819,-,290,8.583333333333334,Glu
503,ADI1,chr13,266553,+,276,2.6666666666666665,Glu
504,ADI1,chr13,267500,+,671,4.183006535947713,Eth
505,ADI1,chr13,267500,+,671,2.8333333333333335,Glu
506,ANY1,chr13,267500,+,133,4.183006535947713,Eth
507,ANY1,chr13,267500,+,133,2.8333333333333335,Glu
508,HXT2,chr13,270152,+,650,3.830065359477124,Eth
509,HXT2,chr13,270152,+,650,4.0,Glu
510,HXT2,chr13,270537,+,265,3.22875816993464,Eth
511,HXT2,chr13,270537,+,265,3.4166666666666665,Glu
512,ERG5,chr13,285748,-,447,6.569411764705882,Eth
513,ERG5,chr13,285748,-,447,3.429032258064516,Glu
514,ERG5,chr13,285768,-,467,4.207058823529412,Eth
515,ERG5,chr13,285768,-,467,5.038834951456311,Glu
516,RSF1,chr13,313280,+,99,14.509803921568627,Eth
517,RSF1,chr13,313280,+,99,15.641666666666666,Glu
518,FAR8,chr13,313280,-,248,14.509803921568627,Eth
519,FAR8,chr13,313280,-,248,15.641666666666666,Glu
520,MSN2,chr13,330173,-,461,6.339869281045751,Eth
521,MSN2,chr13,330173,-,461,4.0,Glu
522,ARG80,chr13,335895,+,627,4.1568627450980395,Eth
523,ARG80,chr13,335895,+,627,2.7083333333333335,Glu
524,MCM1,chr13,335895,+,727,4.1568627450980395,Eth
525,MCM1,chr13,335895,+,727,2.7083333333333335,Glu
526,ARG80,chr13,336016,+,748,2.2483660130718954,Eth
527,ARG80,chr13,336016,+,748,2.7083333333333335,Glu
528,MCM1,chr13,336016,+,606,2.2483660130718954,Eth
529,MCM1,chr13,336016,+,606,2.7083333333333335,Glu
530,NAT4,chr13,379570,+,581,35.22151898734177,Eth
531,NAT4,chr13,379570,+,581,20.408333333333335,Glu
532,MOT3,chr13,379570,+,580,35.22151898734177,Eth
533,MOT3,chr13,379570,+,580,20.408333333333335,Glu
534,MOT3,chr13,379759,+,391,31.867088607594937,Eth
535,MOT3,chr13,379759,+,391,26.217741935483872,Glu
536,ISF1,chr13,403058,-,620,6.894409937888198,Eth
537,ISF1,chr13,403058,-,620,4.63768115942029,Glu
538,ADH3,chr13,405666,+,296,12.690058479532162,Eth
539,ADH3,chr13,405666,+,296,6.428571428571429,Glu
540,SEG1,chr13,410242,+,154,2.2222222222222223,Eth
541,SPG4,chr13,454246,+,277,6.405228758169934,Eth
542,SPG4,chr13,454246,+,277,4.0,Glu
543,SPG4,chr13,454730,+,207,2.418300653594771,Eth
544,SPG4,chr13,454730,+,207,2.1666666666666665,Glu
545,ILV2,chr13,454730,+,705,2.418300653594771,Eth
546,ILV2,chr13,454730,+,705,2.1666666666666665,Glu
547,NCW1,chr13,488283,+,450,3.366013071895425,Eth
548,NCW1,chr13,488283,+,450,2.6375838926174495,Glu
549,RPL15B,chr13,488283,-,438,3.366013071895425,Eth
550,RPL15B,chr13,488283,-,438,2.6375838926174495,Glu
551,NCW1,chr13,488499,+,234,5.326797385620915,Eth
552,NCW1,chr13,488499,+,234,2.5294117647058822,Glu
553,RPL15B,chr13,488499,-,654,5.326797385620915,Eth
554,RPL15B,chr13,488499,-,654,2.5294117647058822,Glu
555,PKR1,chr13,491600,+,573,3.071895424836601,Eth
556,PKR1,chr13,491600,+,573,2.835820895522388,Glu
557,GAT2,chr13,518040,+,492,5.769911504424779,Eth
558,GAT2,chr13,518040,+,492,4.494186046511628,Glu
559,GID8,chr13,518040,-,500,5.769911504424779,Eth
560,GID8,chr13,518040,-,500,4.494186046511628,Glu
561,GAT2,chr13,518102,+,430,6.455357142857143,Eth
562,GAT2,chr13,518102,+,430,3.2176470588235295,Glu
563,GID8,chr13,518102,-,562,6.455357142857143,Eth
564,GID8,chr13,518102,-,562,3.2176470588235295,Glu
565,CIN4,chr13,523275,+,665,2.679738562091503,Eth
566,CIN4,chr13,523275,+,665,2.3333333333333335,Glu
567,RIM11,chr13,523275,+,113,2.679738562091503,Eth
568,RIM11,chr13,523275,+,113,2.3333333333333335,Glu
569,RPS16A,chr13,528940,+,411,3.333333333333333,Eth
570,RPS16A,chr13,528940,+,411,3.0833333333333335,Glu
571,RPL13B,chr13,528940,-,262,3.333333333333333,Eth
572,RPL13B,chr13,528940,-,262,3.0833333333333335,Glu
573,NDE1,chr13,534310,-,175,8.633879781420765,Eth
574,NDE1,chr13,534310,-,175,3.971631205673759,Glu
575,NDE1,chr13,534669,-,534,3.220994475138121,Eth
576,DDR48,chr13,585721,+,330,2.5833333333333335,Glu
577,HSC82,chr13,609639,+,94,18.562091503267972,Eth
578,HSC82,chr13,609639,+,94,14.333333333333334,Glu
579,SPG5,chr13,622978,+,70,4.57516339869281,Eth
580,SPG5,chr13,622978,+,70,3.1666666666666665,Glu
581,SGS1,chr13,622978,-,163,4.57516339869281,Eth
582,SGS1,chr13,622978,-,163,3.1666666666666665,Glu
583,CMC4,chr13,630501,-,198,6.146341463414634,Eth
584,CMC4,chr13,630501,-,198,6.0,Glu
585,ICY1,chr13,630848,+,499,11.52284263959391,Eth
586,ICY1,chr13,630848,+,499,7.131147540983607,Glu
587,CMC4,chr13,630848,-,545,11.52284263959391,Eth
588,CMC4,chr13,630848,-,545,7.131147540983607,Glu
589,CLN1,chr13,639380,+,471,12.026143790849673,Eth
590,CLN1,chr13,639387,+,464,7.75,Glu
591,RNT1,chr13,727208,-,91,2.225,Glu
592,YHM2,chr13,728887,+,306,4.248366013071895,Eth
593,YHM2,chr13,728887,+,306,2.5833333333333335,Glu
594,CUS1,chr13,728887,-,211,4.248366013071895,Eth
595,CUS1,chr13,728887,-,211,2.5833333333333335,Glu
596,RPL20A,chr13,731729,-,22,3.986928104575163,Eth
597,RPL20A,chr13,731729,-,22,2.0833333333333335,Glu
598,COA6,chr13,736335,-,108,11.219512195121952,Eth
599,COA6,chr13,736335,-,108,7.441860465116279,Glu
600,FAA4,chr13,737687,+,536,2.183006535947712,Eth
601,HOR7,chr13,751278,+,373,8.5,Eth
602,HOR7,chr13,751278,+,373,7.215189873417721,Glu
603,SAP30,chr13,771557,+,277,2.0166666666666666,Glu
604,SAP30,chr13,771690,+,144,2.457516339869281,Eth
605,SAP30,chr13,771690,+,144,3.233333333333333,Glu
606,RSN1,chr13,774894,+,544,4.705882352941177,Eth
607,RSN1,chr13,774894,+,544,4.0,Glu
608,YMR265C,chr13,774894,-,50,4.705882352941177,Eth
609,YMR265C,chr13,774894,-,50,4.0,Glu
610,AEP2,chr13,811374,-,643,2.5833333333333335,Glu
611,RIT1,chr13,813788,-,66,2.5359477124183005,Eth
612,RIT1,chr13,813788,-,66,2.5749999999999997,Glu
613,TDA1,chr13,829059,+,362,2.300653594771242,Eth
614,HAS1,chr13,829059,-,574,2.300653594771242,Eth
615,ATM1,chr13,846644,-,102,2.0833333333333335,Glu
616,YME2,chr13,849846,-,321,2.4210526315789473,Eth
617,YME2,chr13,849846,-,321,3.1666666666666665,Glu
618,GAS1,chr13,863464,+,319,10.326797385620914,Eth
619,GAS1,chr13,863464,+,319,8.416666666666666,Glu
620,MRPS18,chr14,47917,+,350,7.526666666666667,Eth
621,MRPS18,chr14,47917,+,350,5.720338983050847,Glu
622,MCK1,chr14,47917,-,40,7.526666666666667,Eth
623,MCK1,chr14,47917,-,40,5.720338983050847,Glu
624,RPS19B,chr14,53327,-,216,2.493333333333333,Eth
625,CLA4,chr14,58799,+,51,2.066666666666667,Eth
626,PCL1,chr14,77757,+,197,17.133333333333333,Eth
627,PCL1,chr14,77757,+,197,12.457627118644067,Glu
628,POP3,chr14,97293,+,306,2.4133333333333336,Eth
629,WSC2,chr14,97293,-,311,2.4133333333333336,Eth
630,MET2,chr14,106617,+,558,4.819999999999999,Eth
631,MET2,chr14,106617,+,558,4.932203389830509,Glu
632,FOL1,chr14,154327,+,125,2.4,Eth
633,FOL1,chr14,154327,+,125,2.966101694915254,Glu
634,SIP3,chr14,154327,-,37,2.4,Eth
635,SIP3,chr14,154327,-,37,2.966101694915254,Glu
636,VPS75,chr14,175248,+,109,4.38,Eth
637,VPS75,chr14,175248,+,109,4.26984126984127,Glu
638,ZWF1,chr14,188633,-,688,6.368159203980099,Eth
639,ZWF1,chr14,188633,-,688,3.248407643312102,Glu
640,PDR16,chr14,207228,-,128,4.02,Eth
641,PDR16,chr14,207228,-,128,2.8813559322033897,Glu
642,PDR16,chr14,207482,-,382,3.7133333333333334,Eth
643,PDR16,chr14,207482,-,382,2.542372881355932,Glu
644,ADE12,chr14,223812,+,414,3.1333333333333333,Eth
645,ADE12,chr14,223812,+,414,2.2881355932203387,Glu
646,POP1,chr14,223812,-,131,3.1333333333333333,Eth
647,POP1,chr14,223812,-,131,2.2881355932203387,Glu
648,PPN2,chr14,230034,+,174,2.2,Eth
649,YNL208W,chr14,244069,+,234,5.133333333333334,Eth
650,YNL208W,chr14,244069,+,234,4.1525423728813555,Glu
651,YNL193W,chr14,263943,+,309,3.3333333333333335,Eth
652,YNL193W,chr14,263943,+,309,2.6271186440677963,Glu
653,YNL194C,chr14,263943,-,326,3.3333333333333335,Eth
654,YNL194C,chr14,263943,-,326,2.6271186440677963,Glu
655,CHS1,chr14,265990,+,301,3.3333333333333335,Eth
656,CHS1,chr14,265990,+,301,3.9830508474576267,Glu
657,UBP10,chr14,279081,+,127,4.2,Eth
658,UBP10,chr14,279081,+,127,3.559322033898305,Glu
659,RPS3,chr14,291950,+,605,5.984126984126984,Eth
660,RPS3,chr14,291950,+,605,3.9565217391304346,Glu
661,NOP13,chr14,298714,-,179,7.133333333333334,Eth
662,NOP13,chr14,298714,-,179,6.416666666666667,Glu
663,PSD1,chr14,307549,-,61,2.953333333333333,Eth
664,PSD1,chr14,307549,-,61,2.932203389830508,Glu
665,PSD1,chr14,307712,-,102,5.08,Eth
666,PSD1,chr14,307712,-,102,8.313559322033898,Glu
667,PSD1,chr14,307795,-,185,7.833333333333333,Eth
668,PSD1,chr14,307795,-,185,2.8220338983050843,Glu
669,RPL42A,chr14,321113,+,49,5.6,Eth
670,RPL42A,chr14,321113,+,49,5.2542372881355925,Glu
671,YGP1,chr14,325900,+,474,4.6,Eth
672,YGP1,chr14,325900,+,474,5.084745762711864,Glu
673,CUZ1,chr14,332127,+,169,2.4152542372881354,Glu
674,NSG2,chr14,332127,-,104,2.4152542372881354,Glu
675,PGA2,chr14,339903,-,245,7.54,Eth
676,PGA2,chr14,339903,-,245,5.338983050847458,Glu
677,ALF1,chr14,339903,-,663,7.54,Eth
678,ALF1,chr14,339903,-,663,5.338983050847458,Glu
679,LSM7,chr14,340103,+,644,17.326666666666664,Eth
680,LSM7,chr14,340103,+,644,11.610169491525424,Glu
681,PGA2,chr14,340103,-,445,17.326666666666664,Eth
682,PGA2,chr14,340103,-,445,11.610169491525424,Glu
683,ALF1,chr14,340103,-,463,17.326666666666664,Eth
684,ALF1,chr14,340103,-,463,11.610169491525424,Glu
685,MFA2,chr14,342117,+,140,2.3801652892561984,Glu
686,YNL144C,chr14,345620,-,579,6.378600823045267,Eth
687,YNL144C,chr14,345620,-,579,5.886524822695035,Glu
688,YNL134C,chr14,363628,-,168,2.8,Eth
689,YNL134C,chr14,363628,-,168,4.23728813559322,Glu
690,KRE33,chr14,364597,+,467,2.82,Eth
691,KRE33,chr14,364597,+,467,2.5677966101694913,Glu
692,FYV6,chr14,364597,-,51,2.82,Eth
693,FYV6,chr14,364597,-,51,2.5677966101694913,Glu
694,NRK1,chr14,370822,+,298,33.06666666666667,Eth
695,NRK1,chr14,370822,+,298,33.76623376623377,Glu
696,CPT1,chr14,370822,-,115,33.06666666666667,Eth
697,CPT1,chr14,370822,-,115,33.76623376623377,Glu
698,ESBP6,chr14,382418,-,205,2.2203389830508473,Glu
699,ESBP6,chr14,382730,-,517,2.066666666666667,Eth
700,MET4,chr14,416779,+,585,4.9399999999999995,Eth
701,MET4,chr14,416779,+,585,2.61864406779661,Glu
702,LEU4,chr14,416779,-,120,4.9399999999999995,Eth
703,LEU4,chr14,416779,-,120,2.61864406779661,Glu
704,MET4,chr14,416828,+,536,2.5933333333333333,Eth
705,LEU4,chr14,416828,-,169,2.5933333333333333,Eth
706,MET4,chr14,417064,+,300,8.293333333333333,Eth
707,MET4,chr14,417064,+,300,3.152542372881356,Glu
708,LEU4,chr14,417064,-,405,8.293333333333333,Eth
709,LEU4,chr14,417064,-,405,3.152542372881356,Glu
710,MET4,chr14,417226,+,138,10.306666666666667,Eth
711,MET4,chr14,417226,+,138,8.203389830508474,Glu
712,LEU4,chr14,417226,-,567,10.306666666666667,Eth
713,LEU4,chr14,417226,-,567,8.203389830508474,Glu
714,AVT4,chr14,424460,+,119,8.866666666666667,Eth
715,AVT4,chr14,424460,+,119,7.033898305084746,Glu
716,RAS2,chr14,430704,-,308,3.161016949152542,Glu
717,RAS2,chr14,430909,-,513,3.3800000000000003,Eth
718,RAS2,chr14,430909,-,513,2.432203389830508,Glu
719,PHO23,chr14,432270,-,20,2.1052631578947367,Eth
720,RHO2,chr14,446085,+,86,3.6666666666666665,Eth
721,RHO2,chr14,446085,+,86,2.966101694915254,Glu
722,EOS1,chr14,468022,-,68,8.363128491620111,Eth
723,EOS1,chr14,468022,-,68,7.37878787878788,Glu
724,SUN4,chr14,490604,+,46,2.8666666666666667,Eth
725,SUN4,chr14,490604,+,46,2.711864406779661,Glu
726,AQR1,chr14,492962,+,387,2.1866666666666665,Eth
727,AQR1,chr14,492962,+,387,2.0762711864406778,Glu
728,AQR1,chr14,493134,+,215,2.6133333333333337,Eth
729,POR1,chr14,508798,-,196,8.133333333333333,Eth
730,POR1,chr14,508798,-,196,4.322033898305085,Glu
731,COX5A,chr14,520807,+,599,2.466666666666667,Eth
732,COX5A,chr14,520807,+,599,2.11864406779661,Glu
733,COX5A,chr14,521502,+,96,2.4,Eth
734,YNL046W,chr14,531705,+,334,2.1333333333333333,Eth
735,YNL046W,chr14,531705,+,334,2.8813559322033897,Glu
736,SLM2,chr14,531705,-,83,2.1333333333333333,Eth
737,SLM2,chr14,531705,-,83,2.8813559322033897,Glu
738,YIP3,chr14,534819,+,90,12.933333333333334,Eth
739,YIP3,chr14,534819,+,90,11.526717557251908,Glu
740,NCE103,chr14,549187,+,288,3.0866666666666664,Eth
741,NCE103,chr14,549187,+,288,2.11864406779661,Glu
742,IDH1,chr14,549187,-,368,3.0866666666666664,Eth
743,IDH1,chr14,549187,-,368,2.11864406779661,Glu
744,HHF2,chr14,566024,+,380,4.933333333333334,Eth
745,HHF2,chr14,566024,+,380,2.966101694915254,Glu
746,HHT2,chr14,566024,-,251,4.933333333333334,Eth
747,HHT2,chr14,566024,-,251,2.966101694915254,Glu
748,PBI2,chr14,594778,+,260,17.133333333333333,Eth
749,PBI2,chr14,594778,+,260,14.661016949152541,Glu
750,PBI2,chr14,595666,+,628,2.2881355932203387,Glu
751,HEF3,chr14,595666,+,288,2.2881355932203387,Glu
752,PET8,chr14,615709,-,149,2.2,Eth
753,SWM2,chr14,625132,+,484,2.5405405405405403,Glu
754,RPC34,chr14,625132,-,99,2.5405405405405403,Glu
755,CSE2,chr14,633362,+,39,2.2,Eth
756,CSE2,chr14,633362,+,39,2.6271186440677963,Glu
757,TIM23,chr14,651763,+,645,38.74782608695652,Eth
758,TIM23,chr14,651763,+,645,32.234636871508386,Glu
759,ACC1,chr14,651763,-,163,38.74782608695652,Eth
760,ACC1,chr14,651763,-,163,32.234636871508386,Glu
761,TIM23,chr14,652064,+,344,8.75206611570248,Eth
762,TIM23,chr14,652064,+,344,6.486486486486487,Glu
763,ACC1,chr14,652064,-,464,8.75206611570248,Eth
764,ACC1,chr14,652064,-,464,6.486486486486487,Glu
765,BDS1,chr15,5723,+,294,4.23841059602649,Eth
766,BDS1,chr15,5723,+,294,2.5,Glu
767,ZPS1,chr15,34460,+,108,3.8609271523178808,Eth
768,ZPS1,chr15,34460,+,108,2.353448275862069,Glu
769,HRP1,chr15,87329,+,80,2.2732919254658386,Eth
770,TRM11,chr15,87329,-,613,2.2732919254658386,Eth
771,SHR5,chr15,108918,+,173,2.2435897435897436,Glu
772,MDY2,chr15,108918,-,46,2.2435897435897436,Glu
773,SHR5,chr15,109527,+,436,6.642384105960265,Eth
774,SHR5,chr15,109527,+,436,2.734265734265734,Glu
775,ZEO1,chr15,109527,+,641,6.642384105960265,Eth
776,ZEO1,chr15,109527,+,641,2.734265734265734,Glu
777,MDY2,chr15,109527,-,655,6.642384105960265,Eth
778,MDY2,chr15,109527,-,655,2.734265734265734,Glu
779,SHR5,chr15,109734,+,643,20.576158940397352,Eth
780,SHR5,chr15,109734,+,643,8.0920245398773,Glu
781,ZEO1,chr15,109734,+,434,20.576158940397352,Eth
782,ZEO1,chr15,109734,+,434,8.0920245398773,Glu
783,YOL107W,chr15,111928,+,38,4.437086092715232,Eth
784,YOL107W,chr15,111928,+,38,4.166666666666667,Glu
785,INO4,chr15,111928,-,117,4.437086092715232,Eth
786,INO4,chr15,111928,-,117,4.166666666666667,Glu
787,PKH2,chr15,122318,+,691,2.4503311258278146,Eth
788,IZH4,chr15,122318,-,345,2.4503311258278146,Eth
789,PHM7,chr15,155829,+,415,10.921052631578949,Eth
790,PHM7,chr15,155829,+,415,6.97986577181208,Glu
791,GPD2,chr15,210675,+,434,5.1655629139072845,Eth
792,GPD2,chr15,210675,+,434,6.4655172413793105,Glu
793,MAM3,chr15,210675,-,501,5.1655629139072845,Eth
794,MAM3,chr15,210675,-,501,6.4655172413793105,Glu
795,ARG1,chr15,212747,+,355,10.23841059602649,Eth
796,ARG1,chr15,212747,+,355,12.517241379310343,Glu
797,DDR2,chr15,226200,-,456,11.390728476821192,Eth
798,DDR2,chr15,226200,-,456,9.193548387096774,Glu
799,RPP2A,chr15,247867,+,352,3.8410596026490067,Eth
800,RPP2A,chr15,247867,+,352,2.0689655172413794,Glu
801,RPS15,chr15,247867,-,303,3.8410596026490067,Eth
802,RPS15,chr15,247867,-,303,2.0689655172413794,Glu
803,SMC5,chr15,253202,+,644,2.3178807947019866,Eth
804,SMC5,chr15,253202,+,644,3.53448275862069,Glu
805,MDM38,chr15,267873,-,196,8.609271523178808,Eth
806,MDM38,chr15,267873,-,196,7.672413793103448,Glu
807,MIM1,chr15,267873,-,441,8.609271523178808,Eth
808,MIM1,chr15,267873,-,441,7.672413793103448,Glu
809,TAT2,chr15,279720,+,279,2.847682119205298,Eth
810,TAT2,chr15,279720,+,279,2.844827586206897,Glu
811,DIS3,chr15,279720,-,289,2.847682119205298,Eth
812,DIS3,chr15,279720,-,289,2.844827586206897,Glu
813,HTZ1,chr15,304362,-,414,12.251655629139073,Eth
814,HTZ1,chr15,304362,-,414,7.862595419847328,Glu
815,RCL1,chr15,307627,+,105,3.1125827814569536,Eth
816,RCL1,chr15,307627,+,105,5.206611570247934,Glu
817,PFA4,chr15,322912,-,85,2.251655629139073,Eth
818,SLG1,chr15,342565,-,148,2.844827586206897,Glu
819,AUS1,chr15,348925,+,394,2.740740740740741,Glu
820,MCO10,chr15,370752,+,666,2.0689655172413794,Glu
821,HSP10,chr15,370752,-,93,2.0689655172413794,Glu
822,MCO10,chr15,371333,+,85,4.304635761589404,Eth
823,MCO10,chr15,371333,+,85,4.741379310344827,Glu
824,HSP10,chr15,371333,-,674,4.304635761589404,Eth
825,HSP10,chr15,371333,-,674,4.741379310344827,Glu
826,HST3,chr15,377756,+,224,5.298013245033113,Eth
827,HST3,chr15,377756,+,224,3.103448275862069,Glu
828,AHC1,chr15,377756,-,192,5.298013245033113,Eth
829,AHC1,chr15,377756,-,192,3.103448275862069,Glu
830,CIN5,chr15,384553,-,314,2.405172413793103,Glu
831,CIN5,chr15,384852,-,613,2.077586206896552,Glu
832,IRC23,chr15,412403,+,265,2.0689655172413794,Glu
833,VHS3,chr15,430021,-,115,2.3275862068965516,Glu
834,YOR062C,chr15,443794,-,325,8.741721854304636,Eth
835,YOR062C,chr15,443794,-,325,8.965517241379311,Glu
836,CYT1,chr15,446545,+,540,2.2649006622516556,Eth
837,YNG1,chr15,446545,-,81,2.2649006622516556,Eth
838,CYT1,chr15,446778,+,307,3.43046357615894,Eth
839,CYT1,chr15,446778,+,307,2.7573529411764706,Glu
840,YNG1,chr15,446778,-,152,3.43046357615894,Eth
841,YNG1,chr15,446778,-,152,2.7573529411764706,Glu
842,NRT1,chr15,461757,-,140,4.470198675496689,Eth
843,NRT1,chr15,461757,-,140,3.913793103448276,Glu
844,WHI5,chr15,479725,+,368,6.291390728476821,Eth
845,WHI5,chr15,479725,+,368,2.9133858267716537,Glu
846,LPX1,chr15,479725,+,741,6.291390728476821,Eth
847,LPX1,chr15,479725,+,741,2.9133858267716537,Glu
848,TGL5,chr15,479725,-,625,6.291390728476821,Eth
849,TGL5,chr15,479725,-,625,2.9133858267716537,Glu
850,LPX1,chr15,480182,+,284,14.105960264900663,Eth
851,LPX1,chr15,480182,+,284,4.833333333333333,Glu
852,ECM3,chr15,494203,+,626,2.622516556291391,Eth
853,ECM3,chr15,494203,+,626,3.370689655172414,Glu
854,ECM3,chr15,494482,+,347,8.105960264900663,Eth
855,ECM3,chr15,494482,+,347,6.025862068965518,Glu
856,RKI1,chr15,504516,-,219,2.8679245283018866,Eth
857,KTR1,chr15,511281,+,326,2.119205298013245,Eth
858,KTR1,chr15,511281,+,326,2.272727272727273,Glu
859,NUP1,chr15,511281,-,144,2.119205298013245,Eth
860,NUP1,chr15,511281,-,144,2.272727272727273,Glu
861,RGS2,chr15,520539,+,435,5.635761589403973,Eth
862,RGS2,chr15,520539,+,435,2.120689655172414,Glu
863,RGS2,chr15,520669,+,305,13.768211920529803,Eth
864,RGS2,chr15,520669,+,305,5.637931034482759,Glu
865,RGS2,chr15,521240,+,266,2.781456953642384,Eth
866,RGS2,chr15,521240,+,266,5.0,Glu
867,DPI34,chr15,537177,+,117,2.3275862068965516,Glu
868,BAG7,chr15,578326,+,3,2.3275862068965516,Glu
869,IDH2,chr15,579809,+,213,4.039735099337748,Eth
870,IDH2,chr15,579809,+,213,3.2758620689655173,Glu
871,PDR5,chr15,613717,+,313,10.860927152317881,Eth
872,PDR5,chr15,613717,+,313,8.879310344827587,Glu
873,PNS1,chr15,633334,-,293,2.1059602649006623,Eth
874,PNS1,chr15,633534,-,493,2.2649006622516556,Eth
875,DDP1,chr15,636952,+,113,2.814569536423841,Eth
876,DDP1,chr15,636952,+,113,3.060344827586207,Glu
877,YRR1,chr15,636952,-,411,2.814569536423841,Eth
878,YRR1,chr15,636952,-,411,3.060344827586207,Glu
879,HEM15,chr15,656445,+,249,2.847682119205298,Eth
880,HEM15,chr15,656445,+,249,3.103448275862069,Glu
881,ALE1,chr15,656445,-,332,2.847682119205298,Eth
882,ALE1,chr15,656445,-,332,3.103448275862069,Glu
883,GSP2,chr15,676610,-,104,2.6622516556291393,Eth
884,GSP2,chr15,676610,-,104,2.8534482758620694,Glu
885,STE4,chr15,736990,+,148,5.364238410596027,Eth
886,STE4,chr15,736990,+,148,4.137931034482759,Glu
887,WTM1,chr15,764583,+,497,15.898936170212764,Eth
888,WTM1,chr15,764583,+,497,13.909774436090224,Glu
889,IRC13,chr15,773912,+,526,18.239520958083833,Eth
890,IRC13,chr15,773912,+,526,16.844827586206897,Glu
891,RPL33B,chr15,773912,-,144,18.239520958083833,Eth
892,RPL33B,chr15,773912,-,144,16.844827586206897,Glu
893,IRC13,chr15,773991,+,447,6.928571428571429,Eth
894,IRC13,chr15,773991,+,447,5.310344827586207,Glu
895,RPL33B,chr15,773991,-,223,6.928571428571429,Eth
896,RPL33B,chr15,773991,-,223,5.310344827586207,Glu
897,ENV9,chr15,790534,-,650,3.576158940397351,Eth
898,SEC63,chr15,801720,-,346,2.5,Glu
899,PAC1,chr15,819959,+,678,2.172185430463576,Eth
900,HRK1,chr15,819959,-,350,2.172185430463576,Eth
901,PAC1,chr15,820120,+,517,4.119205298013245,Eth
902,PAC1,chr15,820120,+,517,2.681034482758621,Glu
903,HRK1,chr15,820120,-,511,4.119205298013245,Eth
904,HRK1,chr15,820120,-,511,2.681034482758621,Glu
905,MOD5,chr15,831333,+,669,5.7615894039735105,Eth
906,MOD5,chr15,831333,+,669,4.198473282442748,Glu
907,TPO4,chr15,831333,-,44,5.7615894039735105,Eth
908,TPO4,chr15,831333,-,44,4.198473282442748,Glu
909,YOR289W,chr15,847586,+,107,2.3620689655172415,Glu
910,MPD1,chr15,847586,-,140,2.3620689655172415,Glu
911,BUD7,chr15,872519,+,166,2.0927152317880795,Eth
912,MBF1,chr15,872519,-,444,2.0927152317880795,Eth
913,CPA1,chr15,876425,+,563,2.9536423841059603,Eth
914,CPA1,chr15,876425,+,563,2.2758620689655173,Glu
915,CPA1,chr15,876548,+,440,7.0198675496688745,Eth
916,CPA1,chr15,876548,+,440,2.543103448275862,Glu
917,CPA1,chr15,876718,+,270,2.543046357615894,Eth
918,CPA1,chr15,876718,+,270,2.767241379310345,Glu
919,SFG1,chr15,898429,+,589,5.1923076923076925,Eth
920,SFG1,chr15,898429,+,589,3.53448275862069,Glu
921,COT1,chr15,902236,-,264,4.574257425742575,Eth
922,COT1,chr15,902357,-,385,4.392156862745098,Eth
923,COT1,chr15,902357,-,385,4.767241379310344,Glu
924,FAA1,chr15,903226,+,386,18.269607843137255,Eth
925,FAA1,chr15,903226,+,386,21.73170731707317,Glu
926,FAA1,chr15,903247,+,365,16.877450980392158,Eth
