Position	IP	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	KmerGroup	MotifId	KG_score	Strand
12:268878	  159.0	1	  108.0	NaN	NaN	   13.6	  56.94	NaN	  57.52	  -0.66	   0.04	1	   51.0	NaN	NaN	   11.0	  17.44	NaN	  17.87	  -0.55	   0.04	--------	-1	0.00	*
12:302120	  171.0	1	  127.0	NaN	NaN	   13.6	  74.65	NaN	  75.32	  -0.59	   0.10	1	   44.0	NaN	NaN	   11.6	  12.15	NaN	  12.49	  -0.46	   0.10	--------	-1	0.00	*
12:347390	  493.0	1	  265.0	NaN	NaN	   13.7	 232.52	NaN	 233.77	  -0.62	   0.05	1	  228.0	NaN	NaN	   11.2	 204.11	NaN	 205.55	  -0.69	   0.05	--------	-1	0.00	*
12:349672	  362.1	1	  237.7	NaN	NaN	   18.3	 170.30	NaN	 171.38	  -0.64	   0.00	1	  124.4	NaN	NaN	   14.0	  71.29	NaN	  72.24	  -0.62	   0.00	--------	-1	0.00	*
12:349877	  224.9	1	  139.3	NaN	NaN	   13.6	  87.50	NaN	  88.22	  -0.62	   0.00	1	   85.6	NaN	NaN	   11.0	  44.88	NaN	  45.63	  -0.67	   0.00	--------	-1	0.00	*
12:350284	  129.0	1	   75.0	NaN	NaN	   15.9	  25.86	NaN	  26.25	  -0.53	   0.00	1	   54.0	NaN	NaN	   14.0	  15.04	NaN	  15.44	  -0.51	   0.00	--------	-1	0.00	*
12:356382	   60.0	1	   38.0	NaN	NaN	   13.6	   7.19	NaN	   7.34	  -0.59	   0.00	1	   22.0	NaN	NaN	   11.0	   2.54	NaN	   2.65	  -0.49	   0.00	--------	-1	0.00	*
12:369608	   54.0	1	   32.0	NaN	NaN	   15.4	   3.72	NaN	   3.83	  -0.38	   0.00	0	   22.0	NaN	NaN	   12.7	   1.88	NaN	   1.95	  -0.53	   0.00	--------	-1	0.00	*
12:387055	   68.1	1	   24.0	NaN	NaN	   13.6	   2.10	NaN	   2.16	  -0.41	   0.00	1	   44.1	NaN	NaN	   11.6	  12.72	NaN	  13.06	  -0.58	   0.00	--------	-1	0.00	*
12:387267	  232.9	1	  135.0	NaN	NaN	   13.6	  83.48	NaN	  84.20	  -0.70	   0.00	1	   97.9	NaN	NaN	   11.8	  53.31	NaN	  54.16	  -0.70	   0.00	--------	-1	0.00	*
12:403275	  400.0	1	  291.0	NaN	NaN	   18.7	 228.95	NaN	 230.18	  -0.57	   0.53	1	  109.0	NaN	NaN	   15.6	  52.12	NaN	  52.96	  -0.52	   0.53	--------	-1	0.00	*
12:424039	   88.0	1	   58.0	NaN	NaN	   19.0	  12.06	NaN	  12.30	  -0.55	   0.00	1	   30.0	NaN	NaN	   13.9	   3.78	NaN	   3.93	  -0.60	   0.00	--------	-1	0.00	*
12:449438	  431.8	1	  309.9	NaN	NaN	   13.6	 292.17	NaN	 293.57	  -0.63	   0.00	1	  121.9	NaN	NaN	   11.0	  79.74	NaN	  80.76	  -0.74	   0.00	--------	-1	0.00	*
12:449649	  219.2	1	  121.1	NaN	NaN	   13.6	  69.86	NaN	  70.51	  -0.61	   0.00	1	   98.1	NaN	NaN	   11.0	  56.79	NaN	  57.68	  -0.63	   0.00	--------	-1	0.00	*
12:460312	  547.0	1	  307.0	NaN	NaN	   23.2	 221.42	NaN	 222.63	  -0.75	   0.17	1	  240.0	NaN	NaN	   22.7	 151.80	NaN	 153.13	  -0.49	   0.17	--------	-1	0.00	*
12:497032	   74.0	1	   42.0	NaN	NaN	   13.6	   9.06	NaN	   9.26	  -0.32	   0.00	1	   32.0	NaN	NaN	   11.0	   6.49	NaN	   6.71	  -0.46	   0.00	--------	-1	0.00	*
12:513781	   81.9	1	   47.5	NaN	NaN	   13.6	  12.18	NaN	  12.42	  -0.71	   0.00	1	   34.4	NaN	NaN	   11.0	   7.95	NaN	   8.20	  -0.63	   0.00	--------	-1	0.00	*
12:513855	   52.1	1	   35.5	NaN	NaN	   13.6	   6.31	NaN	   6.45	  -0.64	   0.00	0	   16.6	NaN	NaN	   11.0	   1.21	NaN	   1.25	  -0.52	   0.00	--------	-1	0.00	*
12:552154	   49.0	1	   25.0	NaN	NaN	   13.6	   2.37	NaN	   2.44	  -0.41	   0.00	1	   24.0	NaN	NaN	   11.0	   3.21	NaN	   3.34	  -0.52	   0.00	--------	-1	0.00	*
12:571643	  152.6	1	   93.8	NaN	NaN	   14.3	  43.23	NaN	  43.74	  -0.75	   0.00	1	   58.8	NaN	NaN	   12.9	  19.81	NaN	  20.27	  -0.73	   0.00	--------	-1	0.00	*
12:571745	  225.4	1	  142.2	NaN	NaN	   14.0	  89.10	NaN	  89.84	  -0.74	   0.00	1	   83.2	NaN	NaN	   12.6	  38.92	NaN	  39.60	  -0.62	   0.00	--------	-1	0.00	*
12:602255	  147.0	1	   84.0	NaN	NaN	   13.6	  36.69	NaN	  37.14	  -0.67	   0.00	1	   63.0	NaN	NaN	   11.5	  24.86	NaN	  25.38	  -0.59	   0.00	--------	-1	0.00	*
12:605759	  172.0	1	   90.0	NaN	NaN	   13.6	  41.50	NaN	  41.99	  -0.40	   0.59	1	   82.0	NaN	NaN	   12.4	  37.67	NaN	  38.33	  -0.55	   0.59	--------	-1	0.00	*
12:617485	   51.7	1	   34.1	NaN	NaN	   13.6	   5.88	NaN	   6.02	  -0.50	   0.00	0	   17.7	NaN	NaN	   11.0	   1.44	NaN	   1.50	  -0.62	   0.00	--------	-1	0.00	*
12:617754	   43.3	1	   23.9	NaN	NaN	   13.6	   2.10	NaN	   2.16	  -0.76	   0.00	0	   19.3	NaN	NaN	   11.0	   1.95	NaN	   2.04	  -0.74	   0.00	--------	-1	0.00	*
12:619462	   88.0	1	   43.0	NaN	NaN	   13.6	   9.56	NaN	   9.76	  -0.45	   0.01	1	   45.0	NaN	NaN	   11.0	  13.52	NaN	  13.89	  -0.50	   0.01	--------	-1	0.00	*
12:664049	  310.6	1	  212.7	NaN	NaN	   13.6	 168.21	NaN	 169.28	  -0.59	   0.00	1	   97.9	NaN	NaN	   11.0	  55.84	NaN	  56.73	  -0.59	   0.00	--------	-1	0.00	*
12:664248	   95.4	1	   68.3	NaN	NaN	   13.6	  25.49	NaN	  25.87	  -0.59	   0.00	1	   27.1	NaN	NaN	   11.0	   4.73	NaN	   4.91	  -0.55	   0.00	--------	-1	0.00	*
12:666779	   48.0	1	   28.0	NaN	NaN	   13.6	   3.28	NaN	   3.37	  -0.39	   0.00	0	   20.0	NaN	NaN	   11.0	   1.95	NaN	   2.04	  -0.40	   0.00	--------	-1	0.00	*
12:684704	  131.0	1	   63.0	NaN	NaN	   23.4	  10.82	NaN	  11.04	  -0.51	   0.00	1	   68.0	NaN	NaN	   23.2	  13.07	NaN	  13.42	  -0.51	   0.00	--------	-1	0.00	*
12:687784	  200.7	1	  121.9	NaN	NaN	   17.4	  58.49	NaN	  59.08	  -0.71	   0.00	1	   78.7	NaN	NaN	   17.6	  25.65	NaN	  26.19	  -0.61	   0.00	--------	-1	0.00	*
12:688009	  178.3	1	  116.1	NaN	NaN	   16.1	  57.92	NaN	  58.50	  -0.60	   0.00	1	   62.3	NaN	NaN	   15.3	  18.81	NaN	  19.27	  -0.66	   0.00	--------	-1	0.00	*
12:690247	   51.0	1	   24.0	NaN	NaN	   13.6	   2.10	NaN	   2.16	  -0.45	   0.00	1	   27.0	NaN	NaN	   11.8	   3.86	NaN	   4.01	  -0.60	   0.00	--------	-1	0.00	*
12:691800	   79.0	1	   45.0	NaN	NaN	   13.6	  10.58	NaN	  10.79	  -0.45	   0.00	1	   34.0	NaN	NaN	   11.0	   7.45	NaN	   7.69	  -0.57	   0.00	--------	-1	0.00	*
12:741125	   60.0	1	   35.0	NaN	NaN	   13.6	   5.88	NaN	   6.02	  -0.47	   0.00	1	   25.0	NaN	NaN	   11.0	   3.56	NaN	   3.71	  -0.48	   0.00	--------	-1	0.00	*
12:742239	   75.0	1	   48.0	NaN	NaN	   15.5	  10.31	NaN	  10.51	  -0.46	   0.00	1	   27.0	NaN	NaN	   13.3	   3.09	NaN	   3.21	  -0.45	   0.00	--------	-1	0.00	*
12:743294	  289.9	1	  183.7	NaN	NaN	   16.3	 121.37	NaN	 122.24	  -0.60	   0.00	1	  106.2	NaN	NaN	   14.9	  52.18	NaN	  53.02	  -0.60	   0.00	--------	-1	0.00	*
12:743548	   40.1	1	   26.3	NaN	NaN	   14.3	   2.68	NaN	   2.76	  -0.08	   0.00	0	   13.8	NaN	NaN	   15.3	   0.17	NaN	   0.18	  -0.06	   0.00	--------	-1	0.00	*
12:749589	   99.0	1	   53.0	NaN	NaN	   13.6	  15.03	NaN	  15.31	  -0.66	   0.16	1	   46.0	NaN	NaN	   11.0	  14.14	NaN	  14.52	  -0.98	   0.16	--------	-1	0.00	*
12:756053	  101.0	1	   63.0	NaN	NaN	   13.6	  21.40	NaN	  21.74	  -0.48	   0.00	1	   38.0	NaN	NaN	   11.7	   8.75	NaN	   9.01	  -0.58	   0.00	--------	-1	0.00	*
12:782495	  107.0	1	   61.0	NaN	NaN	   13.6	  20.09	NaN	  20.42	  -0.57	   0.00	1	   46.0	NaN	NaN	   11.0	  14.14	NaN	  14.52	  -0.43	   0.00	--------	-1	0.00	*
12:786304	  142.3	1	   93.8	NaN	NaN	   18.3	  34.92	NaN	  35.36	  -0.62	   0.00	1	   48.5	NaN	NaN	   17.1	   9.34	NaN	   9.62	  -0.68	   0.00	--------	-1	0.00	*
12:790338	  279.0	1	  190.0	NaN	NaN	   19.1	 116.14	NaN	 116.97	  -0.63	   0.13	1	   89.0	NaN	NaN	   15.6	  36.07	NaN	  36.72	  -0.66	   0.13	--------	-1	0.00	*
12:791059	  139.0	1	   71.0	NaN	NaN	   19.2	  18.80	NaN	  19.12	  -0.65	   0.14	1	   68.0	NaN	NaN	   15.4	  21.82	NaN	  22.31	  -0.45	   0.14	--------	-1	0.00	*
12:797202	   76.0	1	   38.0	NaN	NaN	   15.0	   6.17	NaN	   6.32	  -0.55	   0.00	1	   38.0	NaN	NaN	   12.5	   8.05	NaN	   8.30	  -0.44	   0.00	--------	-1	0.00	*
12:799023	  211.0	1	  122.0	NaN	NaN	   15.3	  64.35	NaN	  64.97	  -0.68	   0.00	1	   89.0	NaN	NaN	   11.5	  45.91	NaN	  46.67	  -0.54	   0.00	--------	-1	0.00	*
12:821906	  103.0	1	   60.0	NaN	NaN	   13.6	  19.44	NaN	  19.77	  -0.47	   0.05	1	   43.0	NaN	NaN	   11.1	  12.24	NaN	  12.57	  -0.51	   0.05	--------	-1	0.00	*
12:826556	   50.0	1	   29.0	NaN	NaN	   13.6	   3.61	NaN	   3.71	  -0.38	   0.00	1	   21.0	NaN	NaN	   11.0	   2.24	NaN	   2.33	  -0.56	   0.00	--------	-1	0.00	*
12:834807	  140.0	1	   92.0	NaN	NaN	   13.7	  43.07	NaN	  43.56	  -0.51	   0.15	1	   48.0	NaN	NaN	   12.2	  13.81	NaN	  14.18	  -0.46	   0.15	--------	-1	0.00	*
12:837581	  250.0	1	  130.0	NaN	NaN	   13.6	  77.56	NaN	  78.25	  -0.66	   0.30	1	  120.0	NaN	NaN	   11.0	  77.66	NaN	  78.67	  -0.58	   0.30	--------	-1	0.00	*
12:852951	  104.0	1	   56.0	NaN	NaN	   13.6	  16.95	NaN	  17.24	  -0.45	   0.00	1	   48.0	NaN	NaN	   11.0	  15.50	NaN	  15.90	  -0.52	   0.00	--------	-1	0.00	*
12:857465	   84.0	1	   47.0	NaN	NaN	   13.6	  11.64	NaN	  11.87	  -0.46	   0.00	1	   37.0	NaN	NaN	   11.0	   8.98	NaN	   9.25	  -0.55	   0.00	--------	-1	0.00	*
12:881239	  120.0	1	   74.0	NaN	NaN	   13.6	  29.08	NaN	  29.49	  -0.42	   0.20	1	   46.0	NaN	NaN	   11.0	  14.14	NaN	  14.52	  -0.48	   0.20	--------	-1	0.00	*
12:884221	  171.0	1	  120.0	NaN	NaN	   13.6	  67.97	NaN	  68.61	  -0.54	   0.00	1	   51.0	NaN	NaN	   11.0	  17.44	NaN	  17.87	  -0.45	   0.00	--------	-1	0.00	*
12:891536	  135.0	1	   94.0	NaN	NaN	   13.6	  44.81	NaN	  45.32	  -0.54	   0.00	1	   41.0	NaN	NaN	   11.0	  11.17	NaN	  11.48	  -0.40	   0.00	--------	-1	0.00	*
12:966172	  163.4	1	  103.9	NaN	NaN	   19.5	  39.88	NaN	  40.36	  -0.50	   0.00	1	   59.5	NaN	NaN	   16.3	  15.89	NaN	  16.29	  -0.67	   0.00	--------	-1	0.00	*
12:966437	  224.6	1	  134.1	NaN	NaN	   20.2	  62.36	NaN	  62.97	  -0.74	   0.00	1	   90.5	NaN	NaN	   16.0	  36.87	NaN	  37.53	  -0.78	   0.00	--------	-1	0.00	*
12:982356	  320.6	1	  192.5	NaN	NaN	   13.6	 144.83	NaN	 145.80	  -0.79	   0.00	1	  128.1	NaN	NaN	   11.0	  87.11	NaN	  88.18	  -0.75	   0.00	--------	-1	0.00	*
12:982462	  223.4	1	  142.5	NaN	NaN	   13.6	  90.53	NaN	  91.28	  -0.78	   0.00	1	   80.9	NaN	NaN	   11.0	  40.50	NaN	  41.21	  -0.80	   0.00	--------	-1	0.00	*
12:1015061	   73.0	1	   44.0	NaN	NaN	   13.6	  10.07	NaN	  10.27	  -0.46	   0.00	1	   29.0	NaN	NaN	   11.0	   5.15	NaN	   5.34	  -0.44	   0.00	--------	-1	0.00	*
12:1016362	  129.0	1	   68.0	NaN	NaN	   13.6	  24.79	NaN	  25.17	  -0.60	   0.00	1	   61.0	NaN	NaN	   11.0	  24.46	NaN	  24.98	  -0.57	   0.00	--------	-1	0.00	*
13:20801	  207.0	1	  130.0	NaN	NaN	   15.3	  71.94	NaN	  72.60	  -0.57	   0.00	1	   77.0	NaN	NaN	   12.0	  34.59	NaN	  35.21	  -0.61	   0.00	--------	-1	0.00	*
13:50528	   60.0	1	   34.0	NaN	NaN	   15.3	   4.50	NaN	   4.62	  -0.49	   0.00	1	   26.0	NaN	NaN	   12.0	   3.36	NaN	   3.50	  -0.53	   0.00	--------	-1	0.00	*
13:62538	   72.0	1	   45.0	NaN	NaN	   17.2	   7.56	NaN	   7.72	  -0.53	   0.00	1	   27.0	NaN	NaN	   12.0	   3.71	NaN	   3.86	  -0.41	   0.00	--------	-1	0.00	*
13:64379	  209.0	1	  119.0	NaN	NaN	   21.6	  46.78	NaN	  47.30	  -0.65	   0.16	1	   90.0	NaN	NaN	   14.8	  38.50	NaN	  39.17	  -0.48	   0.16	--------	-1	0.00	*
13:65645	   55.0	0	   29.0	NaN	NaN	   18.7	   1.75	NaN	   1.80	  -0.59	   0.00	1	   26.0	NaN	NaN	   12.2	   3.28	NaN	   3.42	  -0.54	   0.00	--------	-1	0.00	*
13:85754	  164.0	1	  108.0	NaN	NaN	   15.3	  52.39	NaN	  52.94	  -0.51	   0.29	1	   56.0	NaN	NaN	   12.0	  19.13	NaN	  19.59	  -0.54	   0.29	--------	-1	0.00	*
13:86651	  295.0	1	  152.0	NaN	NaN	   15.8	  90.96	NaN	  91.71	  -0.75	   0.00	1	  143.0	NaN	NaN	   12.0	  97.24	NaN	  98.35	  -0.74	   0.00	--------	-1	0.00	*
13:113967	  793.0	1	  426.0	NaN	NaN	   15.3	 999.00	NaN	 999.00	  -0.77	   0.06	1	  367.0	NaN	NaN	   12.0	 999.00	NaN	 999.00	  -0.66	   0.06	--------	-1	0.00	*
13:153721	   55.0	1	   31.0	NaN	NaN	   15.3	   3.48	NaN	   3.58	  -0.53	   0.00	1	   24.0	NaN	NaN	   12.0	   2.71	NaN	   2.82	  -0.87	   0.00	--------	-1	0.00	*
13:162165	   96.6	1	   53.1	NaN	NaN	   15.3	  13.69	NaN	  13.95	  -0.62	   0.00	1	   43.5	NaN	NaN	   12.0	  11.67	NaN	  11.99	  -0.60	   0.00	--------	-1	0.00	*
13:162293	   85.4	1	   49.9	NaN	NaN	   15.8	  11.07	NaN	  11.29	  -0.73	   0.00	1	   35.5	NaN	NaN	   12.0	   7.50	NaN	   7.74	  -0.62	   0.00	--------	-1	0.00	*
13:203784	  109.0	1	   70.0	NaN	NaN	   15.3	  23.50	NaN	  23.87	  -0.46	   0.00	1	   39.0	NaN	NaN	   12.0	   8.98	NaN	   9.25	  -0.54	   0.00	--------	-1	0.00	*
13:208413	   80.0	1	   53.0	NaN	NaN	   15.3	  13.14	NaN	  13.39	  -0.46	   0.01	1	   27.0	NaN	NaN	   12.0	   3.71	NaN	   3.86	  -0.62	   0.01	--------	-1	0.00	*
13:219072	   65.0	1	   35.0	NaN	NaN	   15.3	   4.86	NaN	   4.99	  -0.47	   0.00	1	   30.0	NaN	NaN	   12.0	   4.86	NaN	   5.03	  -0.51	   0.00	--------	-1	0.00	*
13:234137	  149.0	1	   90.0	NaN	NaN	   21.0	  27.84	NaN	  28.24	  -0.56	   0.00	1	   59.0	NaN	NaN	   17.9	  13.49	NaN	  13.85	  -0.54	   0.00	--------	-1	0.00	*
13:241654	   51.5	1	   29.7	NaN	NaN	   15.3	   3.17	NaN	   3.26	  -0.31	   0.00	1	   21.8	NaN	NaN	   12.0	   2.12	NaN	   2.21	  -0.32	   0.00	--------	-1	0.00	*
13:241880	  490.5	1	  238.3	NaN	NaN	   15.3	 188.90	NaN	 190.03	  -0.65	   0.00	1	  252.2	NaN	NaN	   12.0	 230.17	NaN	 231.66	  -0.71	   0.00	--------	-1	0.00	*
13:265823	  305.0	1	  199.0	NaN	NaN	   16.0	 139.09	NaN	 140.03	  -0.64	   0.00	1	  106.0	NaN	NaN	   14.6	  52.26	NaN	  53.10	  -0.61	   0.00	--------	-1	0.00	*
13:267501	  101.0	1	   65.0	NaN	NaN	   15.3	  20.29	NaN	  20.62	  -0.58	   0.00	1	   36.0	NaN	NaN	   13.8	   6.14	NaN	   6.35	  -0.57	   0.00	--------	-1	0.00	*
13:270152	  106.9	1	   58.8	NaN	NaN	   15.3	  16.66	NaN	  16.95	  -0.48	   0.00	1	   48.1	NaN	NaN	   12.2	  14.39	NaN	  14.78	  -0.59	   0.00	--------	-1	0.00	*
13:270536	   90.1	1	   49.2	NaN	NaN	   15.3	  11.56	NaN	  11.79	  -0.72	   0.00	1	   40.9	NaN	NaN	   12.0	  10.02	NaN	  10.32	  -0.65	   0.00	--------	-1	0.00	*
13:281405	   50.0	0	   25.0	NaN	NaN	   15.3	   1.82	NaN	   1.87	  -0.34	   0.00	1	   25.0	NaN	NaN	   12.0	   3.03	NaN	   3.15	  -0.59	   0.00	--------	-1	0.00	*
13:285748	  425.2	1	  307.8	NaN	NaN	   42.6	 150.10	NaN	 151.11	  -0.81	   0.04	1	  117.4	NaN	NaN	   31.0	  31.50	NaN	  32.10	  -0.77	   0.04	--------	-1	0.00	*
13:285777	  294.8	1	  150.2	NaN	NaN	   42.6	  36.98	NaN	  37.44	  -0.72	   0.04	1	  144.6	NaN	NaN	   30.9	  48.47	NaN	  49.27	  -0.79	   0.04	--------	-1	0.00	*
13:313281	  421.0	1	  229.0	NaN	NaN	   15.3	 177.06	NaN	 178.17	  -0.76	   0.07	1	  192.0	NaN	NaN	   12.0	 153.04	NaN	 154.38	  -0.72	   0.07	--------	-1	0.00	*
13:330165	  148.0	1	   97.0	NaN	NaN	   15.3	  43.32	NaN	  43.82	  -0.59	   0.33	1	   51.0	NaN	NaN	   12.0	  15.92	NaN	  16.33	  -0.57	   0.33	--------	-1	0.00	*
13:335814	   63.9	1	   44.1	NaN	NaN	   15.3	   9.09	NaN	   9.28	  -0.62	   0.00	0	   19.8	NaN	NaN	   12.0	   1.60	NaN	   1.66	  -0.53	   0.00	--------	-1	0.00	*
13:336016	  102.1	1	   55.9	NaN	NaN	   15.3	  14.80	NaN	  15.08	  -0.64	   0.00	1	   46.2	NaN	NaN	   12.0	  13.39	NaN	  13.75	  -0.47	   0.00	--------	-1	0.00	*
13:336734	   54.0	1	   30.0	NaN	NaN	   15.3	   3.17	NaN	   3.26	  -0.43	   0.00	1	   24.0	NaN	NaN	   12.0	   2.71	NaN	   2.82	  -0.45	   0.00	--------	-1	0.00	*
13:379567	  804.1	1	  560.2	NaN	NaN	   15.7	 999.00	NaN	 999.00	  -0.63	   0.00	1	  243.9	NaN	NaN	   12.0	 218.34	NaN	 219.81	  -0.58	   0.00	--------	-1	0.00	*
13:379762	  825.9	1	  499.8	NaN	NaN	   15.7	 999.00	NaN	 999.00	  -0.68	   0.00	1	  326.1	NaN	NaN	   12.1	 999.00	NaN	 999.00	  -0.70	   0.00	--------	-1	0.00	*
13:403052	  177.0	1	  112.0	NaN	NaN	   16.2	  53.30	NaN	  53.86	  -0.58	   0.00	1	   65.0	NaN	NaN	   13.8	  22.35	NaN	  22.85	  -0.71	   0.00	--------	-1	0.00	*
13:405664	  309.0	1	  219.0	NaN	NaN	   18.7	 147.63	NaN	 148.63	  -0.58	   0.15	1	   90.0	NaN	NaN	   14.2	  39.89	NaN	  40.58	  -0.49	   0.15	--------	-1	0.00	*
13:407462	  560.0	1	  286.0	NaN	NaN	   17.9	 228.26	NaN	 229.48	  -0.73	   0.00	1	  274.0	NaN	NaN	   13.9	 242.23	NaN	 243.78	  -0.69	   0.00	--------	-1	0.00	*
13:444135	  110.5	1	   62.9	NaN	NaN	   15.3	  19.05	NaN	  19.37	  -0.74	   0.00	1	   47.6	NaN	NaN	   12.0	  13.97	NaN	  14.35	  -0.55	   0.00	--------	-1	0.00	*
13:444300	   48.5	1	   31.1	NaN	NaN	   15.3	   3.81	NaN	   3.92	  -0.58	   0.00	0	   17.4	NaN	NaN	   12.0	   1.15	NaN	   1.19	  -0.47	   0.00	--------	-1	0.00	*
13:449214	   55.0	1	   32.0	NaN	NaN	   15.3	   3.81	NaN	   3.92	  -0.67	   0.00	1	   23.0	NaN	NaN	   12.0	   2.40	NaN	   2.50	  -0.46	   0.00	--------	-1	0.00	*
13:488395	  204.0	1	  124.0	NaN	NaN	   15.3	  66.30	NaN	  66.93	  -0.68	   0.17	1	   80.0	NaN	NaN	   15.7	  29.41	NaN	  29.99	  -0.49	   0.17	--------	-1	0.00	*
13:491599	   88.0	1	   50.0	NaN	NaN	   15.3	  11.56	NaN	  11.79	  -0.51	   0.00	1	   38.0	NaN	NaN	   13.9	   6.88	NaN	   7.11	  -0.60	   0.00	--------	-1	0.00	*
13:518042	  415.0	1	  281.0	NaN	NaN	   22.9	 194.13	NaN	 195.27	  -0.58	   0.36	1	  134.0	NaN	NaN	   17.3	  68.84	NaN	  69.78	  -0.51	   0.36	--------	-1	0.00	*
13:523278	   73.0	1	   43.0	NaN	NaN	   15.3	   8.17	NaN	   8.34	  -0.50	   0.00	1	   30.0	NaN	NaN	   12.0	   4.85	NaN	   5.03	  -0.51	   0.00	--------	-1	0.00	*
13:534311	  237.0	1	  172.0	NaN	NaN	   21.8	  89.92	NaN	  90.67	  -0.64	   0.00	1	   65.0	NaN	NaN	   15.5	  19.85	NaN	  20.32	  -0.48	   0.00	--------	-1	0.00	*
13:534669	   92.0	1	   62.7	NaN	NaN	   20.7	  12.97	NaN	  13.23	  -0.62	   0.00	1	   29.4	NaN	NaN	   15.2	   3.14	NaN	   3.27	  -0.68	   0.00	--------	-1	0.00	*
13:534963	  103.0	1	   75.3	NaN	NaN	   19.1	  21.88	NaN	  22.24	  -0.49	   0.00	1	   27.6	NaN	NaN	   14.6	   2.82	NaN	   2.93	  -0.66	   0.00	--------	-1	0.00	*
13:602991	   55.0	1	   35.0	NaN	NaN	   15.3	   4.86	NaN	   4.99	  -0.51	   0.00	0	   20.0	NaN	NaN	   15.2	   0.84	NaN	   0.87	  -0.51	   0.00	--------	-1	0.00	*
13:604322	   53.0	1	   30.0	NaN	NaN	   17.1	   2.46	NaN	   2.53	  -0.47	   0.00	0	   23.0	NaN	NaN	   16.6	   1.06	NaN	   1.10	  -0.51	   0.00	--------	-1	0.00	*
13:609641	  461.0	1	  285.0	NaN	NaN	   15.3	 245.56	NaN	 246.85	  -0.75	   0.03	1	  176.0	NaN	NaN	   12.0	 134.13	NaN	 135.41	  -0.64	   0.03	--------	-1	0.00	*
13:616496	   59.4	1	   36.0	NaN	NaN	   15.3	   5.63	NaN	   5.76	  -0.74	   0.00	1	   23.4	NaN	NaN	   12.0	   2.71	NaN	   2.82	  -0.49	   0.00	--------	-1	0.00	*
13:622984	  111.0	1	   72.0	NaN	NaN	   15.3	  24.83	NaN	  25.21	  -0.56	   0.00	1	   39.0	NaN	NaN	   12.0	   8.98	NaN	   9.25	  -0.50	   0.00	--------	-1	0.00	*
13:630503	  277.0	1	  180.0	NaN	NaN	   20.4	 101.48	NaN	 102.27	  -0.60	   0.00	1	   97.0	NaN	NaN	   12.7	  49.50	NaN	  50.31	  -0.52	   0.00	--------	-1	0.00	*
13:630847	  345.0	1	  245.0	NaN	NaN	   19.7	 170.82	NaN	 171.91	  -0.45	   0.57	1	  100.0	NaN	NaN	   12.4	  53.02	NaN	  53.87	  -0.55	   0.57	--------	-1	0.00	*
13:639378	  288.0	1	  192.0	NaN	NaN	   15.3	 135.05	NaN	 135.97	  -0.42	   0.54	1	   96.0	NaN	NaN	   12.0	  50.71	NaN	  51.52	  -0.55	   0.54	--------	-1	0.00	*
13:727208	   63.0	1	   35.0	NaN	NaN	   15.3	   4.86	NaN	   4.99	  -0.55	   0.00	1	   28.0	NaN	NaN	   12.0	   4.08	NaN	   4.24	  -0.57	   0.00	--------	-1	0.00	*
13:728887	  102.0	1	   68.0	NaN	NaN	   15.3	  22.20	NaN	  22.55	  -0.65	   0.00	1	   34.0	NaN	NaN	   12.0	   6.57	NaN	   6.79	  -0.54	   0.00	--------	-1	0.00	*
13:731735	   88.0	1	   61.0	NaN	NaN	   15.3	  17.84	NaN	  18.15	  -0.60	   0.00	1	   27.0	NaN	NaN	   12.0	   3.71	NaN	   3.86	  -0.51	   0.00	--------	-1	0.00	*
13:736327	  269.5	1	  179.7	NaN	NaN	   16.5	 116.38	NaN	 117.21	  -0.63	   0.00	1	   89.7	NaN	NaN	   14.2	  40.02	NaN	  40.71	  -0.75	   0.00	--------	-1	0.00	*
13:736562	   41.5	0	   19.3	NaN	NaN	   16.2	   0.68	NaN	   0.70	  -0.05	   0.00	1	   22.3	NaN	NaN	   12.8	   2.10	NaN	   2.19	  -0.18	   0.00	--------	-1	0.00	*
13:737688	   88.0	1	   55.0	NaN	NaN	   15.3	  14.23	NaN	  14.50	  -0.59	   0.00	1	   33.0	NaN	NaN	   12.0	   6.12	NaN	   6.33	  -0.48	   0.00	--------	-1	0.00	*
13:751159	   95.1	1	   45.8	NaN	NaN	   16.9	   8.23	NaN	   8.41	  -0.79	   0.00	1	   49.3	NaN	NaN	   13.5	  13.32	NaN	  13.67	  -0.70	   0.00	--------	-1	0.00	*
13:751278	  146.4	1	  101.6	NaN	NaN	   16.9	  43.58	NaN	  44.08	  -0.71	   0.00	1	   44.8	NaN	NaN	   13.5	  10.60	NaN	  10.91	  -0.79	   0.00	--------	-1	0.00	*
13:751469	   81.5	1	   53.7	NaN	NaN	   16.8	  12.15	NaN	  12.38	  -0.68	   0.00	1	   27.9	NaN	NaN	   13.4	   3.36	NaN	   3.50	  -0.70	   0.00	--------	-1	0.00	*
